GeographyCode,DC6506NI0001,DC6506NI0002,DC6506NI0003,DC6506NI0004,DC6506NI0005,DC6506NI0006,DC6506NI0007,DC6506NI0008,DC6506NI0009,DC6506NI0010,DC6506NI0011,DC6506NI0012,DC6506NI0013,DC6506NI0014,DC6506NI0015,DC6506NI0016,DC6506NI0017,DC6506NI0018,DC6506NI0019,DC6506NI0020,DC6506NI0021,DC6506NI0022,DC6506NI0023,DC6506NI0024
95VV28,2824,362,2462,860,45,815,297,31,266,431,60,371,99,11,88,306,57,249,597,146,451,234,12,222
95VV29,2442,378,2064,640,50,590,295,44,251,405,59,346,130,19,111,319,52,267,533,134,399,120,20,100
95VV30,2461,391,2070,617,37,580,266,25,241,344,65,279,90,9,81,291,67,224,678,177,501,175,11,164
95WW01,2339,330,2009,699,35,664,304,33,271,297,55,242,117,11,106,261,49,212,547,135,412,114,12,102
95WW02,2990,401,2589,907,34,873,350,37,313,492,73,419,130,17,113,369,62,307,658,170,488,84,8,76
95WW03,2892,323,2569,869,35,834,359,32,327,461,48,413,141,13,128,362,56,306,610,134,476,90,5,85
95WW04,2237,262,1975,552,29,523,353,23,330,394,44,350,143,13,130,280,59,221,404,85,319,111,9,102
95WW05,2281,298,1983,611,30,581,292,28,264,337,51,286,123,8,115,300,51,249,516,121,395,102,9,93
95WW06,2527,491,2036,527,36,491,253,20,233,418,96,322,145,17,128,292,63,229,810,249,561,82,10,72
95WW07,3386,609,2777,740,39,701,386,48,338,559,105,454,186,20,166,453,100,353,944,279,665,118,18,100
95WW08,2085,289,1796,599,43,556,252,28,224,329,46,283,136,15,121,258,52,206,423,95,328,88,10,78
95WW09,2096,267,1829,640,40,600,287,32,255,330,53,277,106,9,97,251,37,214,394,90,304,88,6,82
95WW10,2284,298,1986,699,31,668,309,38,271,367,58,309,133,16,117,285,52,233,411,100,311,80,3,77
95WW11,2439,403,2036,446,28,418,296,45,251,409,69,340,112,9,103,385,78,307,696,165,531,95,9,86
95WW12,1923,159,1764,801,31,770,305,24,281,248,21,227,94,13,81,203,28,175,193,36,157,79,6,73
95WW13,2894,472,2422,639,39,600,338,43,295,493,84,409,138,21,117,409,66,343,796,205,591,81,14,67
95WW14,1791,114,1677,818,14,804,297,19,278,266,27,239,65,2,63,154,17,137,141,29,112,50,6,44
95WW15,2625,351,2274,605,34,571,311,25,286,456,55,401,130,12,118,336,62,274,697,153,544,90,10,80
95WW16,2374,251,2123,713,25,688,347,23,324,353,47,306,124,8,116,275,48,227,454,90,364,108,10,98
95WW17,1886,247,1639,579,30,549,275,32,243,304,48,256,116,10,106,223,42,181,315,72,243,74,13,61
95WW18,1845,250,1595,526,35,491,219,22,197,296,38,258,113,13,100,212,37,175,394,91,303,85,14,71
95WW19,4777,978,3799,704,55,649,444,71,373,737,151,586,208,23,185,652,156,496,1903,503,1400,129,19,110
95WW20,6289,956,5333,904,40,864,775,68,707,1054,149,905,269,28,241,990,195,795,2119,458,1661,178,18,160
95WW21,2682,329,2353,920,38,882,442,35,407,394,54,340,123,11,112,290,61,229,409,121,288,104,9,95
95WW22,2357,305,2052,736,33,703,358,38,320,398,70,328,129,13,116,319,73,246,334,68,266,83,10,73
95WW23,4231,995,3236,579,30,549,264,29,235,497,103,394,80,9,71,1171,398,773,1429,365,1064,211,61,150
95WW24,2794,285,2509,1057,40,1017,391,26,365,400,42,358,111,10,101,283,49,234,430,103,327,122,15,107
95WW25,1768,178,1590,766,17,749,244,30,214,236,39,197,99,7,92,147,24,123,221,57,164,55,4,51
95XX01,4122,704,3418,492,25,467,515,57,458,803,154,649,212,21,191,673,122,551,1301,311,990,126,14,112
95XX02,2154,519,1635,281,27,254,157,27,130,308,82,226,74,13,61,284,74,210,1001,287,714,49,9,40
95XX03,2240,393,1847,334,24,310,233,20,213,420,54,366,119,19,100,313,54,259,730,200,530,91,22,69
95XX04,2932,457,2475,502,36,466,380,48,332,590,82,508,167,14,153,424,65,359,782,196,586,87,16,71
95XX05,2274,370,1904,597,38,559,290,33,257,343,62,281,119,12,107,249,56,193,562,151,411,114,18,96
95XX06,2916,405,2511,697,26,671,429,49,380,491,78,413,139,9,130,389,77,312,671,157,514,100,9,91
95XX07,2409,476,1933,424,37,387,221,34,187,391,81,310,91,7,84,334,81,253,857,222,635,91,14,77
95XX08,2221,389,1832,446,35,411,224,29,195,329,59,270,106,12,94,277,51,226,761,197,564,78,6,72
95XX09,2378,401,1977,571,25,546,267,32,235,329,52,277,122,11,111,267,62,205,730,208,522,92,11,81
95XX10,3597,491,3106,748,40,708,513,50,463,630,79,551,182,24,158,554,92,462,846,185,661,124,21,103
95XX11,4796,652,4144,969,32,937,640,53,587,832,113,719,204,25,179,694,126,568,1298,286,1012,159,17,142
95XX12,2157,587,1570,333,33,300,170,47,123,323,101,222,63,9,54,272,88,184,933,291,642,63,18,45
95XX13,2312,505,1807,328,25,303,161,33,128,333,68,265,77,11,66,263,51,212,1073,306,767,77,11,66
95XX14,2060,502,1558,252,18,234,158,32,126,298,77,221,54,7,47,223,59,164,1020,299,721,55,10,45
95XX15,2048,218,1830,672,30,642,281,28,253,301,34,267,105,6,99,254,39,215,365,72,293,70,9,61
95XX16,2646,434,2212,550,18,532,281,32,249,411,88,323,150,15,135,311,52,259,829,213,616,114,16,98
95XX17,2548,414,2134,421,33,388,284,38,246,384,56,328,92,10,82,311,52,259,872,210,662,184,15,169
95XX18,2536,510,2026,527,41,486,273,33,240,350,57,293,91,7,84,278,57,221,908,298,610,109,17,92
95XX19,2173,567,1606,355,33,322,147,29,118,301,81,220,95,16,79,261,78,183,952,318,634,62,12,50
95XX20,2722,358,2364,731,32,699,443,46,397,475,79,396,100,10,90,322,54,268,519,129,390,132,8,124
95XX21,2410,569,1841,468,41,427,187,38,149,332,84,248,56,12,44,240,61,179,1056,319,737,71,14,57
95XX22,1887,252,1635,480,21,459,259,34,225,311,43,268,110,13,97,242,41,201,408,92,316,77,8,69
95XX23,2633,321,2312,654,30,624,338,30,308,403,55,348,117,14,103,348,47,301,661,132,529,112,13,99
95XX24,2270,377,1893,497,24,473,257,33,224,323,66,257,130,9,121,340,69,271,652,164,488,71,12,59
95XX25,1981,216,1765,634,40,594,287,22,265,312,33,279,102,9,93,247,39,208,300,63,237,99,10,89
95YY01,1879,383,1496,530,38,492,186,24,162,278,84,194,70,11,59,237,50,187,501,166,335,77,10,67
95YY02,1873,295,1578,624,40,584,184,33,151,295,53,242,49,3,46,203,37,166,417,118,299,101,11,90
95YY03,2336,406,1930,652,42,610,247,42,205,333,63,270,89,14,75,287,57,230,648,178,470,80,10,70
95YY04,2654,392,2262,801,44,757,274,24,250,386,79,307,85,10,75,312,54,258,644,173,471,152,8,144
95YY05,1421,237,1184,455,26,429,138,26,112,194,40,154,57,10,47,121,32,89,368,93,275,88,10,78
95YY06,1839,249,1590,633,35,598,196,16,180,279,53,226,83,11,72,192,28,164,381,96,285,75,10,65
95YY07,2174,373,1801,694,47,647,223,32,191,315,75,240,73,10,63,260,54,206,535,141,394,74,14,60
95YY08,1712,258,1454,671,34,637,187,25,162,245,53,192,58,15,43,156,35,121,327,85,242,68,11,57
95YY09,1982,364,1618,577,49,528,223,38,185,286,64,222,72,9,63,204,56,148,463,129,334,157,19,138
95YY10,1718,379,1339,480,45,435,171,34,137,299,94,205,59,8,51,194,60,134,469,132,337,46,6,40
95YY11,1637,227,1410,670,38,632,173,15,158,199,38,161,43,4,39,164,39,125,311,83,228,77,10,67
95YY12,2125,443,1682,583,38,545,184,37,147,298,76,222,70,9,61,256,71,185,609,198,411,125,14,111
95YY13,2197,247,1950,702,35,667,279,20,259,355,44,311,73,8,65,228,31,197,451,101,350,109,8,101
95YY14,2338,354,1984,584,32,552,274,28,246,372,76,296,78,10,68,289,57,232,642,147,495,99,4,95
95YY15,1530,184,1346,552,23,529,186,28,158,250,37,213,39,5,34,162,24,138,248,59,189,93,8,85
95YY16,1838,350,1488,582,56,526,209,29,180,251,61,190,88,12,76,206,53,153,438,129,309,64,10,54
95YY17,1770,330,1440,597,40,557,174,31,143,262,69,193,89,14,75,211,48,163,371,116,255,66,12,54
95YY18,1755,302,1453,620,31,589,171,29,142,248,65,183,70,21,49,213,46,167,369,101,268,64,9,55
95YY19,1259,163,1096,447,21,426,110,17,93,179,31,148,46,2,44,117,21,96,251,64,187,109,7,102
95YY20,1815,340,1475,555,29,526,186,32,154,264,62,202,89,14,75,200,50,150,463,143,320,58,10,48
95YY21,1837,290,1547,551,30,521,203,30,173,312,51,261,78,10,68,207,49,158,412,113,299,74,7,67
95ZZ01,2140,303,1837,787,47,740,274,30,244,307,56,251,64,7,57,233,44,189,374,102,272,101,17,84
95ZZ02,1440,157,1283,720,37,683,177,21,156,185,27,158,30,4,26,137,19,118,150,41,109,41,8,33
95ZZ03,1724,184,1540,790,35,755,172,14,158,236,35,201,45,5,40,175,26,149,202,61,141,104,8,96
95ZZ04,2099,291,1808,879,55,824,229,29,200,288,52,236,60,10,50,225,50,175,323,82,241,95,13,82
95ZZ05,1699,244,1455,758,35,723,163,23,140,216,41,175,66,7,59,176,42,134,281,84,197,39,12,27
95ZZ06,1363,144,1219,793,36,757,142,20,122,137,27,110,35,9,26,99,19,80,119,27,92,38,6,32
95ZZ07,2154,268,1886,822,45,777,239,25,214,343,60,283,73,9,64,271,38,233,333,84,249,73,7,66
95ZZ08,2022,236,1786,913,42,871,203,18,185,273,46,227,64,8,56,209,40,169,290,68,222,70,14,56
95ZZ09,1779,249,1530,824,56,768,216,34,182,219,41,178,30,6,24,170,36,134,254,69,185,66,7,59
95ZZ10,2443,296,2147,767,40,727,296,28,268,372,50,322,82,2,80,300,44,256,526,120,406,100,12,88
95ZZ11,1726,344,1382,608,41,567,192,34,158,237,56,181,89,18,71,187,63,124,331,116,215,82,16,66
95ZZ12,1730,196,1534,773,34,739,209,27,182,230,27,203,59,8,51,156,26,130,230,59,171,73,15,58
95ZZ13,1970,280,1690,690,33,657,247,33,214,265,43,222,76,8,68,257,59,198,361,95,266,74,9,65
95ZZ14,2491,316,2175,804,40,764,309,40,269,379,65,314,73,11,62,314,43,271,474,102,372,138,15,123
95ZZ15,1798,241,1557,743,46,697,223,26,197,230,44,186,54,8,46,195,35,160,290,76,214,63,6,57
95ZZ16,2442,241,2201,899,37,862,297,18,279,336,38,298,70,7,63,296,37,259,453,95,358,91,9,82
