GeographyCode,DC4410NI0001,DC4410NI0002,DC4410NI0003,DC4410NI0004,DC4410NI0005,DC4410NI0006,DC4410NI0007,DC4410NI0008,DC4410NI0009,DC4410NI0010,DC4410NI0011,DC4410NI0012,DC4410NI0013,DC4410NI0014,DC4410NI0015,DC4410NI0016,DC4410NI0017,DC4410NI0018,DC4410NI0019,DC4410NI0020,DC4410NI0021,DC4410NI0022,DC4410NI0023,DC4410NI0024,DC4410NI0025,DC4410NI0026,DC4410NI0027,DC4410NI0028,DC4410NI0029,DC4410NI0030,DC4410NI0031,DC4410NI0032,DC4410NI0033,DC4410NI0034,DC4410NI0035,DC4410NI0036,DC4410NI0037,DC4410NI0038,DC4410NI0039,DC4410NI0040,DC4410NI0041,DC4410NI0042,DC4410NI0043,DC4410NI0044,DC4410NI0045,DC4410NI0046,DC4410NI0047,DC4410NI0048,DC4410NI0049,DC4410NI0050,DC4410NI0051,DC4410NI0052,DC4410NI0053,DC4410NI0054,DC4410NI0055,DC4410NI0056,DC4410NI0057,DC4410NI0058,DC4410NI0059,DC4410NI0060,DC4410NI0061,DC4410NI0062,DC4410NI0063,DC4410NI0064,DC4410NI0065,DC4410NI0066,DC4410NI0067,DC4410NI0068,DC4410NI0069,DC4410NI0070,DC4410NI0071,DC4410NI0072,DC4410NI0073,DC4410NI0074,DC4410NI0075,DC4410NI0076,DC4410NI0077,DC4410NI0078,DC4410NI0079,DC4410NI0080,DC4410NI0081,DC4410NI0082,DC4410NI0083,DC4410NI0084,DC4410NI0085,DC4410NI0086,DC4410NI0087,DC4410NI0088,DC4410NI0089,DC4410NI0090,DC4410NI0091,DC4410NI0092,DC4410NI0093,DC4410NI0094,DC4410NI0095,DC4410NI0096,DC4410NI0097,DC4410NI0098,DC4410NI0099,DC4410NI0100,DC4410NI0101,DC4410NI0102,DC4410NI0103,DC4410NI0104,DC4410NI0105,DC4410NI0106,DC4410NI0107,DC4410NI0108,DC4410NI0109,DC4410NI0110,DC4410NI0111,DC4410NI0112,DC4410NI0113,DC4410NI0114,DC4410NI0115,DC4410NI0116,DC4410NI0117,DC4410NI0118,DC4410NI0119,DC4410NI0120,DC4410NI0121,DC4410NI0122,DC4410NI0123,DC4410NI0124,DC4410NI0125,DC4410NI0126,DC4410NI0127,DC4410NI0128,DC4410NI0129,DC4410NI0130,DC4410NI0131,DC4410NI0132,DC4410NI0133,DC4410NI0134,DC4410NI0135,DC4410NI0136,DC4410NI0137,DC4410NI0138,DC4410NI0139,DC4410NI0140,DC4410NI0141,DC4410NI0142,DC4410NI0143,DC4410NI0144,DC4410NI0145,DC4410NI0146,DC4410NI0147,DC4410NI0148,DC4410NI0149,DC4410NI0150,DC4410NI0151,DC4410NI0152,DC4410NI0153,DC4410NI0154,DC4410NI0155,DC4410NI0156,DC4410NI0157,DC4410NI0158,DC4410NI0159,DC4410NI0160,DC4410NI0161,DC4410NI0162,DC4410NI0163,DC4410NI0164,DC4410NI0165,DC4410NI0166,DC4410NI0167,DC4410NI0168,DC4410NI0169,DC4410NI0170,DC4410NI0171,DC4410NI0172,DC4410NI0173,DC4410NI0174,DC4410NI0175,DC4410NI0176,DC4410NI0177,DC4410NI0178,DC4410NI0179,DC4410NI0180
95MM12S2,499,0,256,156,47,40,283,0,178,77,18,10,184,0,76,68,21,19,28,0,2,11,6,9,2,0,0,0,1,1,2,0,0,0,1,1,141,0,43,53,21,24,45,0,24,15,2,4,73,0,18,31,12,12,20,0,1,7,5,7,2,0,0,0,1,1,1,0,0,0,1,0,266,0,156,78,20,12,173,0,112,44,13,4,85,0,43,30,6,6,7,0,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,20,0,13,3,4,0,14,0,10,3,1,0,6,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,44,22,2,4,51,0,32,15,2,2,20,0,12,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
95MM12S3,815,0,299,290,126,100,242,0,151,61,22,8,386,0,140,145,61,40,151,0,8,78,35,30,30,0,0,5,7,18,6,0,0,1,1,4,385,0,76,146,81,82,31,0,18,7,3,3,185,0,51,66,38,30,133,0,7,67,32,27,30,0,0,5,7,18,6,0,0,1,1,4,97,0,51,26,16,4,54,0,33,12,7,2,42,0,18,14,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,173,0,91,59,13,10,81,0,53,21,5,2,85,0,38,33,7,7,7,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,160,0,81,59,16,4,76,0,47,21,7,1,74,0,33,32,7,2,10,0,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0
95MM13S1,401,0,92,181,86,42,29,0,16,11,1,1,169,0,72,70,20,7,154,0,3,90,46,15,40,0,1,10,16,13,9,0,0,0,3,6,333,0,53,159,81,40,13,0,6,6,0,1,127,0,44,59,18,6,145,0,2,85,44,14,39,0,1,9,16,13,9,0,0,0,3,6,10,0,6,4,0,0,4,0,3,1,0,0,4,0,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,3,2,0,0,2,0,1,1,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,30,16,5,2,10,0,6,3,1,0,35,0,23,9,2,1,8,0,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
95MM13S2,493,0,248,146,63,36,262,0,168,63,23,8,193,0,79,68,30,16,31,0,1,14,8,8,7,0,0,1,2,4,0,0,0,0,0,0,143,0,43,57,24,19,41,0,19,13,5,4,78,0,24,36,10,8,20,0,0,8,7,5,4,0,0,0,2,2,0,0,0,0,0,0,263,0,146,67,35,15,163,0,104,39,17,3,90,0,41,24,17,8,8,0,1,4,1,2,2,0,0,0,0,2,0,0,0,0,0,0,31,0,20,7,4,0,18,0,14,3,1,0,13,0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,39,15,0,2,40,0,31,8,0,1,12,0,8,4,0,0,3,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0
95MM13S3,551,0,225,200,71,55,185,0,121,50,11,3,258,0,99,105,33,21,86,0,5,44,20,17,16,0,0,0,6,10,6,0,0,1,1,4,218,0,49,86,40,43,28,0,15,6,5,2,109,0,30,49,14,16,61,0,4,30,14,13,15,0,0,0,6,9,5,0,0,1,1,3,137,0,64,48,18,7,68,0,40,24,3,1,58,0,24,20,12,2,10,0,0,4,3,3,1,0,0,0,0,1,0,0,0,0,0,0,114,0,68,34,9,3,50,0,38,11,1,0,56,0,29,20,5,2,8,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,82,0,44,32,4,2,39,0,28,9,2,0,35,0,16,16,2,1,7,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1
95MM13S4,849,0,306,362,118,63,185,0,130,37,13,5,419,0,173,182,45,19,201,0,3,134,44,20,35,0,0,8,15,12,9,0,0,1,1,7,409,0,74,206,82,47,21,0,12,7,2,0,178,0,59,84,25,10,167,0,3,106,39,19,34,0,0,8,15,11,9,0,0,1,1,7,117,0,66,28,17,6,59,0,40,9,6,4,53,0,26,16,9,2,5,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,52,27,7,6,39,0,24,11,3,1,50,0,28,14,4,4,2,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,231,0,114,101,12,4,66,0,54,10,2,0,138,0,60,68,7,3,27,0,0,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0
95MM13S5,696,0,153,360,116,67,50,0,34,11,4,1,269,0,113,113,28,15,299,0,6,219,55,19,60,0,0,13,27,20,18,0,0,4,2,12,570,0,99,304,106,61,18,0,14,3,1,0,193,0,79,78,23,13,284,0,6,206,54,18,58,0,0,13,26,19,17,0,0,4,2,11,12,0,7,3,1,1,3,0,3,0,0,0,8,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,3,0,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,47,50,9,5,28,0,17,7,3,1,66,0,30,30,4,2,15,0,0,13,1,1,2,0,0,0,1,1,0,0,0,0,0,0
95MM14S1,371,0,188,126,41,16,153,0,122,26,2,3,140,0,63,57,16,4,61,0,3,40,15,3,11,0,0,2,8,1,6,0,0,1,0,5,186,0,60,79,34,13,28,0,24,3,1,0,83,0,33,35,11,4,58,0,3,38,14,3,11,0,0,2,8,1,6,0,0,1,0,5,71,0,51,15,2,3,53,0,40,9,1,3,18,0,11,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,31,9,0,0,28,0,27,1,0,0,12,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,46,23,5,0,44,0,31,13,0,0,27,0,15,8,4,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95MM14S2,805,0,445,265,64,31,417,0,307,86,14,10,322,0,133,150,27,12,50,0,5,28,14,3,12,0,0,1,7,4,4,0,0,0,2,2,301,0,121,119,39,22,86,0,61,17,3,5,160,0,55,78,18,9,39,0,5,23,9,2,12,0,0,1,7,4,4,0,0,0,2,2,151,0,101,42,4,4,106,0,76,25,3,2,44,0,25,16,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,29,8,0,0,25,0,22,3,0,0,12,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,194,96,21,5,200,0,148,41,8,3,106,0,46,51,8,1,10,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0
95MM15S1,656,0,195,302,114,45,91,0,73,13,4,1,252,0,112,111,24,5,230,0,9,157,47,17,55,0,1,15,26,13,28,0,0,6,13,9,472,0,91,243,97,41,17,0,13,3,1,0,160,0,68,73,15,4,215,0,9,147,43,16,52,0,1,14,25,12,28,0,0,6,13,9,54,0,29,17,6,2,29,0,22,5,2,0,22,0,7,11,4,0,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,38,0,23,12,2,1,19,0,17,2,0,0,18,0,6,10,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,52,30,9,1,26,0,21,3,1,1,52,0,31,17,4,0,12,0,0,9,3,0,2,0,0,1,1,0,0,0,0,0,0,0
95MM15S2,914,0,257,451,134,72,124,0,88,31,3,2,332,0,149,144,32,7,352,0,14,247,65,26,73,0,3,21,33,16,33,0,3,8,1,21,692,0,139,369,117,67,34,0,26,7,0,1,229,0,93,106,25,5,327,0,14,227,60,26,71,0,3,21,31,16,31,0,3,8,1,19,21,0,12,7,2,0,9,0,6,3,0,0,11,0,6,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,18,10,1,0,16,0,13,3,0,0,10,0,5,4,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,88,65,14,5,65,0,43,18,3,1,82,0,45,30,5,2,21,0,0,17,4,0,2,0,0,0,2,0,2,0,0,0,0,2
95MM16S1,913,0,376,362,120,55,261,0,181,56,20,4,417,0,183,170,51,13,198,0,11,128,34,25,27,0,1,6,11,9,10,0,0,2,4,4,466,0,117,232,77,40,37,0,24,9,4,0,221,0,84,100,31,6,172,0,8,115,27,22,26,0,1,6,11,8,10,0,0,2,4,4,241,0,156,51,23,11,117,0,96,15,4,2,107,0,58,30,14,5,16,0,2,6,5,3,1,0,0,0,0,1,0,0,0,0,0,0,4,0,2,2,0,0,1,0,1,0,0,0,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,101,77,20,4,106,0,60,32,12,2,87,0,40,39,6,2,9,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
95MM16S2,1166,0,319,618,149,80,111,0,72,33,4,2,473,0,226,210,30,7,456,0,16,338,69,33,93,0,4,29,37,23,33,0,1,8,9,15,849,0,179,476,129,65,23,0,13,8,2,0,303,0,149,127,22,5,411,0,14,307,63,27,84,0,2,27,35,20,28,0,1,7,7,13,22,0,11,8,1,2,9,0,7,1,0,1,10,0,3,5,1,1,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,2,3,0,0,5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,127,131,19,13,74,0,50,21,2,1,160,0,74,78,7,1,43,0,2,29,6,6,8,0,1,2,2,3,5,0,0,1,2,2
95MM17S1,610,0,114,251,133,112,65,0,45,16,3,1,262,0,62,122,53,25,224,0,7,110,60,47,45,0,0,3,14,28,14,0,0,0,3,11,523,0,72,223,120,108,33,0,21,9,2,1,217,0,45,107,44,21,214,0,6,104,57,47,45,0,0,3,14,28,14,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,1,0,1,0,0,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,41,25,13,4,31,0,23,7,1,0,44,0,17,14,9,4,8,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
95MM17S2,737,0,315,249,97,76,277,0,190,70,13,4,304,0,118,116,42,28,123,0,7,61,33,22,24,0,0,2,6,16,9,0,0,0,3,6,408,0,112,153,79,64,78,0,46,24,7,1,197,0,63,78,35,21,104,0,3,50,30,21,21,0,0,1,5,15,8,0,0,0,2,6,144,0,76,48,13,7,92,0,61,25,6,0,44,0,15,19,5,5,5,0,0,3,1,1,3,0,0,1,1,1,0,0,0,0,0,0,35,0,26,7,0,2,25,0,18,5,0,2,10,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,101,41,5,3,82,0,65,16,0,1,53,0,32,17,2,2,14,0,4,8,2,0,0,0,0,0,0,0,1,0,0,0,1,0
95MM18S1,784,0,215,345,149,75,105,0,65,27,11,2,346,0,133,152,44,17,241,0,11,148,61,21,70,0,4,16,27,23,22,0,2,2,6,12,608,0,134,288,121,65,39,0,23,13,3,0,259,0,97,120,31,11,222,0,9,138,56,19,66,0,3,15,25,23,22,0,2,2,6,12,54,0,24,17,8,5,29,0,16,8,4,1,23,0,8,8,4,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,57,40,20,5,37,0,26,6,4,1,64,0,28,24,9,3,17,0,2,9,5,1,4,0,1,1,2,0,0,0,0,0,0,0
95MM18S2,982,0,282,470,141,89,133,0,92,28,11,2,430,0,176,190,44,20,347,0,11,235,64,37,60,0,3,13,20,24,12,0,0,4,2,6,751,0,153,400,119,79,46,0,26,11,8,1,316,0,116,151,32,17,320,0,10,221,57,32,57,0,1,13,20,23,12,0,0,4,2,6,58,0,31,17,9,1,34,0,25,7,2,0,24,0,6,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,1,1,1,1,0,1,0,0,0,4,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,167,0,95,52,12,8,52,0,40,10,1,1,86,0,52,28,4,2,27,0,1,14,7,5,2,0,2,0,0,0,0,0,0,0,0,0
95MM19S1,634,0,201,267,108,58,101,0,68,23,6,4,293,0,123,133,30,7,180,0,9,105,49,17,44,0,1,5,20,18,16,0,0,1,3,12,543,0,152,236,100,55,60,0,39,15,4,2,257,0,104,118,28,7,167,0,8,97,46,16,43,0,1,5,19,18,16,0,0,1,3,12,4,0,1,1,2,0,1,0,1,0,0,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,48,30,6,3,40,0,28,8,2,2,34,0,19,14,1,0,12,0,1,8,2,1,1,0,0,0,1,0,0,0,0,0,0,0
95MM19S2,635,0,273,281,48,33,133,0,88,39,4,2,344,0,178,141,18,7,131,0,7,93,21,10,18,0,0,7,3,8,9,0,0,1,2,6,391,0,136,188,37,30,35,0,18,13,2,2,223,0,112,93,13,5,108,0,6,75,18,9,18,0,0,7,3,8,7,0,0,0,1,6,3,0,2,1,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,7,0,7,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,125,92,11,3,89,0,62,25,2,0,117,0,62,48,5,2,23,0,1,18,3,1,0,0,0,0,0,0,2,0,0,1,1,0
95MM20S1,716,0,293,311,88,24,192,0,135,44,13,0,370,0,155,177,33,5,126,0,2,84,31,9,19,0,1,4,8,6,9,0,0,2,3,4,443,0,130,228,64,21,57,0,32,20,5,0,246,0,97,126,20,3,113,0,1,76,28,8,18,0,0,4,8,6,9,0,0,2,3,4,151,0,93,46,12,0,79,0,61,15,3,0,67,0,31,29,7,0,4,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,27,0,16,5,3,3,11,0,9,2,0,0,14,0,7,2,3,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95,0,54,32,9,0,45,0,33,7,5,0,43,0,20,20,3,0,7,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95MM20S2,753,0,293,307,108,45,225,0,147,58,17,3,356,0,141,168,34,13,146,0,4,79,45,18,19,0,1,2,9,7,7,0,0,0,3,4,489,0,164,210,79,36,92,0,70,16,5,1,247,0,91,124,23,9,126,0,3,68,39,16,17,0,0,2,9,6,7,0,0,0,3,4,91,0,51,27,10,3,61,0,36,21,3,1,27,0,15,5,6,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,78,70,19,6,72,0,41,21,9,1,82,0,35,39,5,3,17,0,1,10,5,1,2,0,1,0,0,1,0,0,0,0,0,0
95MM21S1,611,0,200,270,89,52,129,0,92,32,2,3,287,0,103,144,32,8,137,0,3,89,31,14,46,0,0,4,24,18,12,0,2,1,0,9,436,0,93,222,78,43,40,0,22,16,1,1,217,0,67,119,25,6,125,0,3,82,29,11,44,0,0,4,23,17,10,0,1,1,0,8,97,0,59,25,9,4,53,0,43,9,1,0,37,0,15,14,7,1,4,0,0,2,1,1,1,0,0,0,0,1,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,47,23,2,5,36,0,27,7,0,2,32,0,20,11,0,1,8,0,0,5,1,2,1,0,0,0,1,0,0,0,0,0,0,0
95MM21S2,643,0,153,306,116,68,63,0,40,16,4,3,273,0,104,137,24,8,221,0,8,134,47,32,70,0,0,16,38,16,16,0,1,3,3,9,567,0,120,275,106,66,30,0,18,8,2,2,239,0,93,121,18,7,213,0,8,127,46,32,69,0,0,16,37,16,16,0,1,3,3,9,20,0,11,4,4,1,10,0,6,2,1,1,9,0,5,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,22,25,6,1,22,0,16,5,1,0,24,0,6,13,4,1,7,0,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0
95MM22S1,477,0,169,179,91,38,127,0,86,27,10,4,236,0,78,103,42,13,91,0,5,45,34,7,10,0,0,1,4,5,13,0,0,3,1,9,362,0,104,140,82,36,63,0,43,11,7,2,188,0,56,81,38,13,88,0,5,44,32,7,10,0,0,1,4,5,13,0,0,3,1,9,5,0,1,2,2,0,4,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,2,0,0,2,0,2,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,60,35,7,2,58,0,40,14,2,2,44,0,20,20,4,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95MM22S2,496,0,155,188,85,68,81,0,58,13,8,2,238,0,88,101,31,18,131,0,8,66,32,25,36,0,1,6,12,17,10,0,0,2,2,6,390,0,102,147,76,65,36,0,24,6,5,1,187,0,70,74,26,17,121,0,7,59,31,24,36,0,1,6,12,17,10,0,0,2,2,6,5,0,3,0,1,1,2,0,1,0,1,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,32,9,0,0,22,0,21,1,0,0,19,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,18,32,8,2,21,0,12,6,2,1,29,0,5,19,5,0,10,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
95MM23W1,1074,0,462,376,137,99,506,0,299,151,34,22,445,0,160,185,62,38,100,0,3,38,35,24,19,0,0,2,6,11,4,0,0,0,0,4,479,0,150,183,84,62,138,0,84,43,7,4,243,0,65,110,43,25,78,0,1,28,28,21,18,0,0,2,6,10,2,0,0,0,0,2,117,0,57,38,12,10,78,0,47,22,3,6,35,0,10,15,7,3,4,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,54,0,39,11,3,1,36,0,29,5,1,1,18,0,10,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,0,216,144,38,26,254,0,139,81,23,11,149,0,75,54,10,10,18,0,2,9,5,2,1,0,0,0,0,1,2,0,0,0,0,2
95MM24W1,892,0,324,309,151,108,373,0,212,99,49,13,389,0,106,169,67,47,94,0,4,36,30,24,31,0,2,4,5,20,5,0,0,1,0,4,429,0,100,159,92,78,96,0,47,29,14,6,220,0,49,93,47,31,80,0,2,32,26,20,28,0,2,4,5,17,5,0,0,1,0,4,274,0,118,94,39,23,167,0,90,47,25,5,97,0,28,45,11,13,8,0,0,2,3,3,2,0,0,0,0,2,0,0,0,0,0,0,78,0,44,23,7,4,41,0,29,8,3,1,35,0,15,15,4,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,111,0,62,33,13,3,69,0,46,15,7,1,37,0,14,16,5,2,5,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95MM25S1,474,0,229,132,61,52,243,0,163,48,23,9,184,0,62,75,26,21,32,0,3,9,9,11,10,0,1,0,2,7,5,0,0,0,1,4,151,0,40,54,25,32,32,0,14,11,4,3,82,0,22,38,11,11,24,0,3,5,7,9,8,0,1,0,2,5,5,0,0,0,1,4,252,0,136,65,34,17,166,0,110,33,18,5,77,0,26,28,14,9,8,0,0,4,2,2,1,0,0,0,0,1,0,0,0,0,0,0,21,0,11,7,1,2,9,0,6,2,0,1,12,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,42,6,1,1,36,0,33,2,1,0,13,0,9,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
95MM25S2,504,0,243,149,55,57,239,0,172,48,11,8,217,0,70,87,32,28,41,0,1,14,11,15,5,0,0,0,1,4,2,0,0,0,0,2,142,0,31,60,22,29,23,0,14,8,0,1,84,0,17,41,13,13,29,0,0,11,8,10,4,0,0,0,1,3,2,0,0,0,0,2,241,0,139,55,27,20,152,0,112,27,8,5,80,0,27,27,16,10,8,0,0,1,3,4,1,0,0,0,0,1,0,0,0,0,0,0,79,0,49,22,4,4,39,0,26,10,2,1,37,0,22,10,2,3,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,24,12,2,4,25,0,20,3,1,1,16,0,4,9,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
95MM25S3,528,0,229,179,78,42,171,0,109,40,15,7,257,0,115,97,30,15,79,0,3,39,28,9,17,0,2,2,5,8,4,0,0,1,0,3,185,0,39,78,42,26,13,0,7,2,2,2,98,0,28,46,16,8,55,0,3,27,19,6,15,0,1,2,5,7,4,0,0,1,0,3,119,0,66,30,18,5,65,0,40,16,7,2,47,0,25,13,7,2,6,0,0,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,130,0,79,31,14,6,48,0,33,9,5,1,75,0,46,21,5,3,7,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,94,0,45,40,4,5,45,0,29,13,1,2,37,0,16,17,2,2,11,0,0,10,1,0,1,0,0,0,0,1,0,0,0,0,0,0
95MM25S4,682,0,241,265,95,81,146,0,113,28,3,2,304,0,118,127,35,24,175,0,7,103,39,26,49,0,3,6,17,23,8,0,0,1,1,6,415,0,75,191,84,65,21,0,12,8,1,0,180,0,53,86,26,15,160,0,7,92,39,22,46,0,3,4,17,22,8,0,0,1,1,6,33,0,20,8,2,3,18,0,13,2,1,2,13,0,7,5,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,146,0,101,32,7,6,76,0,68,7,1,0,67,0,33,23,6,5,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88,0,45,34,2,7,31,0,20,11,0,0,44,0,25,13,2,4,10,0,0,8,0,2,3,0,0,2,0,1,0,0,0,0,0,0
95MM26S1,597,0,213,210,78,96,205,0,125,56,17,7,260,0,84,107,34,35,92,0,4,41,19,28,29,0,0,3,8,18,11,0,0,3,0,8,316,0,52,132,53,79,45,0,20,15,5,5,152,0,30,73,23,26,79,0,2,38,17,22,29,0,0,3,8,18,11,0,0,3,0,8,161,0,85,46,16,14,93,0,58,26,7,2,60,0,25,19,8,8,8,0,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,23,0,16,5,2,0,11,0,8,1,2,0,12,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,60,27,7,3,56,0,39,14,3,0,36,0,21,11,3,1,5,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
95MM26S2,459,0,93,189,91,86,46,0,23,18,2,3,217,0,62,95,36,24,153,0,6,74,41,32,33,0,1,1,11,20,10,0,1,1,1,7,413,0,73,171,87,82,24,0,12,10,1,1,196,0,53,87,34,22,150,0,6,72,40,32,33,0,1,1,11,20,10,0,1,1,1,7,5,0,1,1,1,2,3,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,19,17,2,2,19,0,10,7,1,1,19,0,9,8,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
